id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,number_of_reviews_ltm,number_of_reviews,price,availability_365,minimum_nights,room_type,last_review,reviews_per_month,calculated_host_listings_count,,license
16229585,Duplex - 2 bedrooms in the west village & Backyard,2279300,Jay,,Ward E (councilmember James Solomon),40.72998,-74.00157,25,68,396,218,3,Entire home/apt,5/30/2022,1.35,1,,
16236208,"Mi casa, su casa (My home is your home)",35007600,Sudip,,Ward D (councilmember Michael Yun),40.74366,-74.05952,0,1,642,89,1,Private room,6/20/2017,0.02,1,,
16380810,Charming 2bed Parking for fee- 20min NY,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76676,-74.04174,16,82,119,318,2,Entire home/apt,6/7/2022,1.23,68,,
16399913,Cozy sanctuary near NYC,13756493,Alice,,Ward F (councilmember Jermaine D. Robinson),40.70621,-74.07513,4,21,40,286,29,Private room,3/29/2022,0.32,1,,
16463187,Sleeps 12 3 BR's Stunning Empire State View!!,11190436,Peter,,Ward D (councilmember Michael Yun),40.75726,-74.03548,6,88,333,313,3,Entire home/apt,2/20/2022,1.36,16,,
16556296,"Entire 2 BR Apt 10 min. to NYC, steps to Dwntn JC!",91482234,Lauren,,Ward E (councilmember James Solomon),40.71974,-74.04336,24,108,150,42,5,Entire home/apt,5/1/2022,1.67,1,,STR20-00021
16565783,Cozy Studio,82144272,Maria,,Ward A (councilmember Denise Ridley),40.69542,-74.1045,16,63,89,165,3,Entire home/apt,5/8/2022,1.04,2,,
16665494,Luxury apartment close to NYC,86213539,Cole,,Ward F (councilmember Jermaine D. Robinson),40.72293,-74.06264,0,0,80,0,1,Private room,,,1,,
16703916,1 Bedroom by Grove Street PATH Train with Luxury Amenities,22541573,Ken,,Ward E (councilmember James Solomon),40.71844,-74.04288,0,1,250,311,30,Entire home/apt,7/7/2017,0.02,16,,
16768628,Amazing Private Room Near NYC #1,81986778,Mar,,Ward C (councilmember Richard Boggiano),40.73946,-74.051,4,96,77,149,2,Private room,5/27/2022,1.5,4,,
16884802,Bright NYC/Parking For a fee-20 min to Time Square,42219345,Claudia,,Ward D (councilmember Michael Yun),40.76559,-74.0433,7,126,115,236,2,Entire home/apt,1/5/2022,2.01,68,,
16897594,"Luxury 3 Beds, mins to NYC, Garden, Vibrant City",103423674,Eden,,Ward D (councilmember Michael Yun),40.75058,-74.0313,0,27,155,166,150,Entire home/apt,12/15/2019,0.45,3,,
16899058,Eclectic 2 br in the ❤️ of SoHo,112780904,Milly,,Ward E (councilmember James Solomon),40.72432,-74.0033,0,84,470,101,30,Entire home/apt,7/12/2020,1.28,1,,
16965564,Cozy Studio Minutes to NY in Historic Neighborhood,58456224,Melissa,,Ward E (councilmember James Solomon),40.71451,-74.03882,37,336,118,217,3,Entire home/apt,5/29/2022,5.15,2,,
17122499,"Charming Bright Apartment, Parking, 25 mins to NYC",19786530,Stan,,Ward D (councilmember Michael Yun),40.74401,-74.0592,11,257,198,337,28,Entire home/apt,6/12/2022,3.96,3,,
17185572,Bright Big room Queen size bed 7 min to PATH WIFI,1410306,Eugene,,Ward C (councilmember Richard Boggiano),40.73297,-74.05586,3,66,45,121,29,Private room,6/12/2022,1.03,28,,
17255648,"Beautiful, Cozy, & Private Hoboken Apartment",39436470,Amrita,,Ward D (councilmember Michael Yun),40.7507,-74.0278,5,15,135,297,31,Entire home/apt,12/30/2021,0.27,1,,
17272807,Near Time Square NYC / 42 nd ST,8713716,Juan & April,,Ward D (councilmember Michael Yun),40.75073,-74.04889,5,54,75,248,2,Entire home/apt,6/1/2022,0.84,5,,
17287440,Arts District Studio minutes from Manhattan,49202662,Nick & Mory,,Ward D (councilmember Michael Yun),40.75067,-74.03849,21,82,151,287,3,Entire home/apt,6/3/2022,1.3,1,,
17329090,Live Like a Local in West Village!,116992515,Palma,,Ward E (councilmember James Solomon),40.73232,-74.00155,24,59,274,40,5,Entire home/apt,5/29/2022,0.94,1,,
17360085,Classic yacht in manhattan,86490267,Pete,,Ward E (councilmember James Solomon),40.72797,-74.01387,0,2,2000,364,1,Private room,7/29/2018,0.04,1,,
17368610,Downtown Jersey City  - 5 minute train ride to NYC,117372675,Joseph,,Ward E (councilmember James Solomon),40.72388,-74.04618,40,339,117,277,3,Entire home/apt,6/13/2022,5.27,2,,
17464142,Private Cozy room WiFi 8min walk PATH 15min to NYc,1410306,Eugene,,Ward C (councilmember Richard Boggiano),40.73355,-74.0561,3,34,46,164,29,Private room,3/31/2022,0.54,28,,
17478644,"99 ""1"" Big room right by JSQ PAth train/FAST WIFI",6958867,Henry,,Ward C (councilmember Richard Boggiano),40.73336,-74.05623,3,64,44,31,29,Private room,3/12/2022,1,29,,
17587004,Cozy Private Room/5 min walk JSQ Path train/WIFI,6958867,Henry,,Ward C (councilmember Richard Boggiano),40.73147,-74.0575,5,9,49,59,29,Private room,1/25/2022,0.14,29,,
17859666,"Hoboken Condo for rent, w/ garage parking!",34040071,Katie,,Ward D (councilmember Michael Yun),40.74632,-74.03603,0,1,150,288,60,Entire home/apt,4/7/2019,0.03,1,,
17918197,Loft Apt. in Ideal Location.. mins. to Manhattan,40032017,Rene,,Ward E (councilmember James Solomon),40.71332,-74.03895,0,41,155,286,90,Entire home/apt,6/2/2021,0.65,1,,
17929219,Bright & Beautiful TRUE1BDRM HEART of West Village,28588488,Cannon,,Ward E (councilmember James Solomon),40.73498,-74.00124,2,50,375,116,30,Entire home/apt,3/29/2022,0.79,1,,
17943732,Dip Your Toe in Clean and Comfortable Soho,6397629,Daniel,,Ward E (councilmember James Solomon),40.72766,-74.00243,1,16,400,86,45,Entire home/apt,5/20/2022,0.49,1,,
17972518,13 Minutes ❤ Midtown Manhattan!,4364533,Grateful,,Ward D (councilmember Michael Yun),40.76986,-74.03008,28,165,94,108,7,Entire home/apt,6/1/2022,2.61,13,,
17994898,Beautiful room with private bathroom and garden.,1410590,Magda,,Ward F (councilmember Jermaine D. Robinson),40.71133,-74.06456,43,179,58,323,2,Private room,5/28/2022,2.87,10,,
18025076,A Warm And Peaceful Stay Away From Home,27206602,Judith,,Ward D (councilmember Michael Yun),40.76947,-74.03685,39,189,127,294,2,Entire home/apt,6/12/2022,3.02,3,,
18072923,Bluebird Lux Jersey City 2-BR Apt + Pool & Spa!,95459395,Bluebird,,Ward E (councilmember James Solomon),40.72127,-74.03649,0,0,599,365,27,Entire home/apt,,,35,,
18179381,Private Room   30 minutes to New York City,89727358,Annemarie,,Ward A (councilmember Denise Ridley),40.67473,-74.11125,9,19,50,90,1,Private room,1/31/2022,0.32,5,,
18196257,Unit 2-Close to NYC and Newark Airport.,109007648,Tess,,Ward A (councilmember Denise Ridley),40.67348,-74.10991,30,133,116,94,2,Entire home/apt,5/31/2022,2.83,3,,
18197631,Times Square 15 mins away from this Luxury 2 BR!,64390324,Ultan,,Ward D (councilmember Michael Yun),40.7643,-74.02645,0,117,199,258,2,Entire home/apt,2/7/2020,1.88,1,,
18206532,Elegant 1st Floor Apt 18 Mins NYC Time Square,443343607,Kevin,,Ward D (councilmember Michael Yun),40.75024,-74.04537,0,36,84,30,28,Entire home/apt,8/29/2020,0.59,7,,
18255080,Summer Short Lease 1bdrm/bath with kitchen (1.5mo),44305935,Carrie,,Ward E (councilmember James Solomon),40.73869,-74.03071,0,1,125,173,60,Entire home/apt,4/30/2017,0.02,1,,
18267246,Sleeps 14  4 Beroom Mid-Town View!,11190436,Peter,,Ward D (councilmember Michael Yun),40.75565,-74.03597,5,99,351,290,3,Entire home/apt,5/29/2022,1.62,16,,
18294897,"West Hoboken, minutes to NYC w/access to backyard",17032715,Denis,,Ward D (councilmember Michael Yun),40.75878,-74.03761,15,108,145,130,30,Entire home/apt,4/30/2022,1.75,2,,
18359238,"Beautiful, clean, pvt bedroom 30 min to TIMES SQ!",58763745,Dena,,Ward C (councilmember Richard Boggiano),40.74359,-74.0574,18,80,75,178,3,Private room,5/26/2022,1.28,2,,
18388155,Luxury JC 1BR | Work from home | Free WiFi + Desk,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,2,383,312,27,Entire home/apt,9/12/2020,0.05,35,,
18443145,Upscale JC 1BR | Family Friendly w Playroom,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,383,312,1,Entire home/apt,,,35,,
18444319,Beautiful Newport 2BR | Upscale Amenities w/ Gym,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,1,1,534,334,27,Entire home/apt,12/20/2021,0.17,35,,
18445468,Romantic Getaway! Minutes to NYC!,26482455,Simone,,Ward C (councilmember Richard Boggiano),40.72768,-74.05414,0,26,76,305,29,Entire home/apt,12/8/2019,0.43,1,,
18445522,Fully furnished WALL ST STUDIO Apt.,14664356,Dan & Amy,,Ward F (councilmember Jermaine D. Robinson),40.70695,-74.00815,3,11,89,186,60,Entire home/apt,1/10/2022,0.19,1,,
18584159,"Sunny, spacious apt - steps to NYC! Downtown JC",318287,Cindy,,Ward E (councilmember James Solomon),40.72746,-74.04248,23,94,172,340,7,Entire home/apt,5/22/2022,1.51,2,,
18736583,Quaint Apt 15-20 mins from NYC and Near Lightrail,130334037,John,,Ward A (councilmember Denise Ridley),40.67454,-74.11135,40,198,92,160,2,Entire home/apt,6/10/2022,3.21,1,,
18772387,2BR Apt 15mins from Manhattan,11606215,Sonni,,Ward C (councilmember Richard Boggiano),40.73887,-74.05077,0,16,150,339,50,Entire home/apt,11/3/2018,0.26,2,,
18838643,Private bedroom in West Soho/West Village,3714721,James,,Ward E (councilmember James Solomon),40.72804,-74.00931,17,99,80,19,2,Private room,6/7/2022,1.62,1,,
18895016,"Amazing W Village shared living space, prvt bdrm",131671508,Jeff,,Ward E (councilmember James Solomon),40.734577,-74.003006,91,304,110,126,1,Private room,6/10/2022,4.96,1,,
18943083,"Modern, spacious duplex apartment minutes to NYC",23826309,Maryanne,,Ward D (councilmember Michael Yun),40.75054,-74.03029,0,5,500,362,4,Entire home/apt,9/23/2019,0.08,1,,
18979981,"Spacious studio in the West Village, NYC",4365106,Neelu,,Ward E (councilmember James Solomon),40.73088,-74.0012,0,36,200,132,30,Entire home/apt,3/5/2020,0.63,1,,
19013613,4 Bed 3.5 Bath in Manhattan,129474716,Lloyd,,Ward E (councilmember James Solomon),40.73847,-74.00399,0,6,4929,90,30,Entire home/apt,1/19/2018,0.1,1,,
19036325,"BEST LOCATION IN TOWN!  *CLEAN*, SAFE, 15 min>NYC",123262422,Caleen,,Ward E (councilmember James Solomon),40.74113,-74.02951,0,39,105,49,1,Private room,1/22/2020,0.64,1,,
19271408,New Jersey 2,210012,New,,Ward D (councilmember Michael Yun),40.76352,-74.03717,0,13,33,151,4,Private room,8/10/2019,0.21,2,,
19307997,Super Lux 2BR in Downtown Manhattan,105703386,Derek,,Ward E (councilmember James Solomon),40.70862,-74.01787,1,3,370,3,3,Entire home/apt,1/3/2022,0.15,1,,
19317196,Beautiful 1 Bed Luxury Apartment Wall Street,12624062,Fabiana,,Ward E (councilmember James Solomon),40.70741,-74.01017,1,8,221,136,7,Entire home/apt,3/17/2022,0.13,1,,
19412223,Large studio w/workspace & garden-2 stops to NYC,49528044,Hiran & Susie,,Ward E (councilmember James Solomon),40.72473,-74.04351,24,118,139,22,3,Entire home/apt,6/13/2022,1.97,1,,
19413230,2 bedroom flat in Greenwich Village New York,136098610,Lydia,,Ward E (councilmember James Solomon),40.73242,-74.00322,1,86,225,303,30,Entire home/apt,4/23/2022,1.43,1,,
19451087,Beautiful Jersey City 2BR | Upscale Amenities |GLS,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.72453,-74.03544,0,2,339,74,27,Entire home/apt,2/12/2020,0.06,42,,
19566341,Large 5 Bed 3Bath Condo 20Min Commute to Manhattan,137130688,Leo,,Ward F (councilmember Jermaine D. Robinson),40.71073,-74.07405,41,197,456,197,3,Entire home/apt,5/30/2022,3.49,3,,
19592773,Fabulous Functional Bedroom 30 min to NYC,89727358,Annemarie,,Ward A (councilmember Denise Ridley),40.67676,-74.10971,11,13,55,350,3,Private room,5/30/2022,0.22,5,,
19608179,Modern House in Hoboken - 15 mins from Midtown.,3811593,Alex And Kara,,Ward D (councilmember Michael Yun),40.74531,-74.03626,48,170,353,110,2,Entire home/apt,6/13/2022,3.08,1,,
19633811,New 2 Bedroom apt. 2 miles from N.Y.C.,130583527,Roxanne & Richard,,Ward C (councilmember Richard Boggiano),40.73002,-74.05689,4,56,166,25,7,Entire home/apt,5/31/2022,0.94,1,,
19738217,**UniQue*Lg 3-Bdr*HeaRTofDTn-JC* 5m-Manh/20m-MdTn!,106569357,V.I.,,Ward E (councilmember James Solomon),40.71809,-74.04312,0,2,279,147,28,Entire home/apt,8/26/2017,0.03,3,,
19789198,"Small, clean room great for NYC commuting",84823720,Edison,,Ward D (councilmember Michael Yun),40.75267,-74.05033,9,23,40,66,4,Private room,5/26/2022,0.39,1,,
19807632,"Charming one bedroom Apt. in downtown Hoboken, NJ",48594169,Brigantinebeach,,Ward E (councilmember James Solomon),40.73725,-74.0348,0,1,350,365,7,Entire home/apt,8/3/2017,0.02,1,,
19841658,2nd floor suite/ Private bath & kitchenette,45401469,Dwayne,,Ward F (councilmember Jermaine D. Robinson),40.72326,-74.06736,13,133,59,88,5,Entire home/apt,5/28/2022,2.23,2,,STR20-00030
19908088,Luxury Apartment in NYC Financial District,140983856,Nini,,Ward F (councilmember Jermaine D. Robinson),40.70377,-74.00704,24,86,249,14,6,Entire home/apt,6/10/2022,1.45,1,,
19928153,NYC Midtown in 11 Minutes!,4364533,Grateful,,Ward D (councilmember Michael Yun),40.76593,-74.03073,29,145,98,110,7,Entire home/apt,5/29/2022,2.44,13,,
20017323,Beautiful Jersey City apt - 2min walk to NYC Path,142129496,Matthew,,Ward C (councilmember Richard Boggiano),40.73286,-74.06187,3,30,140,179,29,Entire home/apt,4/30/2022,0.52,1,,
20110932,Paradise Comfort,99899499,Altagracia,,Ward D (councilmember Michael Yun),40.75676,-74.04106,25,77,122,132,3,Entire home/apt,3/15/2022,1.32,3,,
20153990,Awesome Private Room in Downtown Jersey City,142218449,Glennis,,Ward E (councilmember James Solomon),40.72694,-74.04894,0,2,36,25,5,Private room,12/18/2017,0.03,1,,
20412344,Cozy Condo in Trendy Neighborhood –Near NYC,818109,Dani,,Ward D (councilmember Michael Yun),40.7481,-74.02947,0,47,85,35,4,Private room,6/5/2021,0.8,2,,
20432924,Cozy Large Master Bedroom 20 minutes to NYC,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74698,-74.04978,25,96,66,48,1,Private room,5/23/2022,1.63,6,,
20457193,"4 Bdr 2Bth Spacious, 3 min to Path >NY +1 Parking!",92889711,Anita,,Ward C (councilmember Richard Boggiano),40.72971,-74.06165,33,112,216,177,3,Entire home/apt,5/30/2022,1.92,3,,
20476965,Charming Private Bedroom close to NYC and Hoboken,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74604,-74.04977,49,72,54,51,1,Private room,5/27/2022,1.23,6,,
20477673,Gorgeous private bedroom close to NYC and Hoboken,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74799,-74.05091,10,47,60,3,1,Private room,5/1/2022,0.81,6,,
20494048,Spacious Studio/Downtown Jersey City/10min to NYC,174355,Geraldine,,Ward E (councilmember James Solomon),40.72667,-74.04223,33,160,103,66,3,Entire home/apt,6/11/2022,2.74,1,,
20556161,"Luxury 2BR, Waterfront view, mins to NYC ★★★★★",103423674,Eden,,Ward D (councilmember Michael Yun),40.75543,-74.02843,0,0,225,226,150,Entire home/apt,,,3,,
20583441,Classic Hoboken 1BR | Work Desk + WiFi | near NYC,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.73947,-74.02718,0,2,269,67,9,Entire home/apt,5/31/2021,0.04,42,,
20588362,Beautifully Furnished 1-BR on Hoboken Waterfront!!,95459395,Bluebird,,Ward E (councilmember James Solomon),40.740677,-74.027779,1,3,406,365,10,Entire home/apt,2/15/2022,0.06,35,,
20594809,1BR APT 18 Mins 🚌🚇🔁 NYC Time SQ WTC Mid-Term Stay,33164249,Kevin & David,,Ward D (councilmember Michael Yun),40.75024,-74.04537,0,99,69,33,28,Entire home/apt,11/5/2020,1.7,22,,
20598357,Modern & Plush 1-BR in Hoboken on The Waterfront!!,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.74146,-74.02739,2,8,149,92,9,Entire home/apt,12/6/2021,0.14,42,,
20633227,Amazing Room with convenient transportation to NYC,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74751,-74.04927,8,51,57,35,1,Private room,5/30/2022,0.87,6,,
20665079,Beautiful Private Room 20 Minutes to NYC,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74643,-74.05063,32,78,60,17,1,Private room,5/28/2022,1.34,6,,
20665345,Spacious Room 20 minutes from NYC and Hoboken,145796552,Diyan,,Ward D (councilmember Michael Yun),40.74602,-74.04966,12,66,59,44,1,Private room,1/16/2022,1.16,6,,
20742928,Cozy apt in Jersey city near Public Transportation,72922734,Lisa,,Ward B (councilmember Mira Prinz-Arey),40.7203,-74.08341,10,170,70,312,3,Entire home/apt,6/6/2022,2.92,1,,
20757327,Breathtaking Waterfront 1BR with Rooftop access,95459395,Bluebird,,Ward E (councilmember James Solomon),40.740677,-74.027779,0,3,406,365,10,Entire home/apt,9/18/2020,0.05,35,,
20845360,"Lux Hoboken 1BR Apt w/wifi, minutes from NYC",9419684,Churchill,,Ward E (councilmember James Solomon),40.74047,-74.02761,0,4,375,350,15,Entire home/apt,8/4/2018,0.07,36,,
20870310,6BRM-2Bath Home Quiet near NY City w/Parking WiFi,38289340,S,,Ward A (councilmember Denise Ridley),40.69494,-74.1025,4,15,300,141,3,Entire home/apt,5/29/2022,0.28,3,,
20912287,"The Victorian; Luxury 3bed, Easy to NY free park",17264099,Amgad,,Ward B (councilmember Mira Prinz-Arey),40.71778,-74.08307,50,204,164,248,28,Entire home/apt,6/7/2022,3.55,2,,
20944256,Chic Large Family home! Quick train or bus to NYC!,125401585,Kennan & Michael,,Ward B (councilmember Mira Prinz-Arey),40.72566,-74.07751,47,193,221,230,1,Entire home/apt,5/25/2022,3.44,1,,
20957816,NYC Times Square ⚡ 12 Minutes!,4364533,Grateful,,Ward D (councilmember Michael Yun),40.76877,-74.03465,18,116,104,113,7,Entire home/apt,5/29/2022,2.02,13,,
21010586,Cozy Junior One Bedroom apt in Greenwich Village,151284868,Nicola,,Ward E (councilmember James Solomon),40.73275,-74.00005,4,23,172,271,30,Entire home/apt,5/31/2022,0.4,1,,
21030895,GROVE st PATH/CONTACT HOST B4 BOOKING ABOUT PRICE,15625009,Anders,,Ward E (councilmember James Solomon),40.72093,-74.04394,2,104,75,319,60,Entire home/apt,1/14/2022,1.82,10,,
21074894,"Stylish Apt 40 mins from NYC - TV, Parking, W/D",19786530,Stan,,Ward F (councilmember Jermaine D. Robinson),40.71213,-74.07206,7,111,138,303,28,Entire home/apt,4/22/2022,1.94,3,,
21119338,Midtown Hoboken - close to NYC/Times Square,45318080,Ted,,Ward D (councilmember Michael Yun),40.74547,-74.02973,36,194,168,105,3,Entire home/apt,6/8/2022,3.43,1,,
21140640,"Perfect, Relaxing King Bed Suite w/ Fast wifi",33869128,Bryan,,Ward D (councilmember Michael Yun),40.7708,-74.03281,28,113,120,99,2,Entire home/apt,5/29/2022,1.97,2,,
21200697,"Breathtaking view, convenient to NYC",147850899,Gi,,Ward E (councilmember James Solomon),40.71836,-74.0308,0,0,360,0,3,Private room,,,1,,
21228554,Entire 1 bedroom Apt  !,16295369,Edwin & Ana,,Ward D (councilmember Michael Yun),40.75857,-74.04916,8,75,55,306,31,Entire home/apt,5/31/2022,1.36,1,,
21306417,NYC Times Square  13 Mins!,4364533,Grateful,,Ward D (councilmember Michael Yun),40.77043,-74.03344,21,134,101,112,7,Entire home/apt,5/29/2022,2.37,13,,
21306544,NYC @ Midtown ⚡ 12 Minutes!,4364533,Grateful,,Ward D (councilmember Michael Yun),40.77109,-74.0329,25,134,100,133,4,Entire home/apt,6/1/2022,2.36,13,,
21399500,13 Minutes ❤ of NYC!,4364533,Grateful,,Ward D (councilmember Michael Yun),40.76943,-74.03391,14,115,102,132,7,Entire home/apt,5/27/2022,2.05,13,,
21525971,Upscale 1BR | Jersey City NJ | Great Amenities,95459395,Bluebird,,Ward E (councilmember James Solomon),40.721886,-74.036446,0,1,464,255,27,Entire home/apt,3/29/2019,0.03,35,,
21596630,Cozy & Relaxing CLOSE to NYC feel like home apt.,110089923,Yesel,,Ward D (councilmember Michael Yun),40.7595,-74.04701,25,180,74,90,2,Entire home/apt,5/19/2022,3.31,1,,
21596787,Garden Studio Minutes to Lower Manhattan,58456224,Melissa,,Ward E (councilmember James Solomon),40.7146,-74.03763,31,227,115,191,3,Entire home/apt,5/23/2022,4.05,2,,
21620216,Designer West Village Apt in Boutique building,123472158,Kiki,,Ward E (councilmember James Solomon),40.73394,-74.00743,0,8,260,274,30,Entire home/apt,8/2/2018,0.14,2,,
21621644,Sunny and Spacious Luxury Building,157174384,Binu,,Ward E (councilmember James Solomon),40.71877,-74.03833,0,25,200,17,10,Entire home/apt,12/30/2019,0.46,1,,
21689998,Super Cute Family Friendly Cozy Loft Suite,857599,Stephen & Jillian,,Ward E (councilmember James Solomon),40.71861,-74.00337,0,1,190,146,30,Entire home/apt,7/31/2018,0.02,1,,
21753229,Huge 25 foot LOFT just $52 only 3 blocks from PATH,55599663,Lorraine,,Ward E (councilmember James Solomon),40.71917,-74.04725,5,16,52,227,29,Private room,6/5/2022,0.32,3,,
21754019,"Luxury JC Condo, 3 blks PATH, 2 stps Manhattan WTC",156655568,Ken,,Ward E (councilmember James Solomon),40.71834,-74.04247,28,93,203,146,3,Entire home/apt,5/31/2022,1.69,1,,
21798471,CRNY : X-Large Exclusive Tribeca Loft Full Floor,50760546,CRNY Monthly Rentals,,Ward E (councilmember James Solomon),40.71999,-74.00372,0,1,499,133,30,Entire home/apt,11/8/2020,0.05,2,,
21824978,Ultra-modern 2BR in J.C |High Speed Internet,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,580,329,1,Entire home/apt,,,35,,
21826044,Artistic 2BR|Jersey City+Gym!Work Desk and W-Fi,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,580,329,1,Entire home/apt,,,35,,
21826420,Exclusive 2BR |J.C. +Pool & Gym!Close to Hospitals,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,1,580,329,27,Entire home/apt,12/17/2018,0.02,35,,
21858483,Spacious JC 2BR | Amenities | Family Friendly,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,3,534,334,27,Entire home/apt,7/14/2020,0.08,35,,
21859295,Lavishly Plush 2BR|Jersey City!High Speed Internet,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,580,329,1,Entire home/apt,,,35,,
21861598,Modern 1BR | Kitchen | JC Hudson Riverfront | GLS,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,4,383,312,27,Entire home/apt,9/6/2020,0.12,35,,
21862152,Sophisticated 1 BR | Newport Path station,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,383,312,1,Entire home/apt,,,35,,
21862358,State-of-the-art 1 BR NYC|Close to Hospitals,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,383,288,1,Entire home/apt,,,35,,
21863860,"Beautiful Jersey City 1BR w/ Desk, steps to PATH",95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,1,383,312,27,Entire home/apt,10/13/2019,0.03,35,,
21864224,"Modern ""hotel suite"" type studio apt near Grove st",6139981,Rishma,,Ward E (councilmember James Solomon),40.71418,-74.04463,1,25,130,217,45,Entire home/apt,7/3/2021,0.45,1,,
21865313,"Contemporary 1BR w/ Gym, Kitchen, Linens/Towels",95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,2,383,312,27,Entire home/apt,10/3/2019,0.06,35,,
21877100,Jersey City 1BR | local Restaurants|Work from home,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,417,318,1,Entire home/apt,,,35,,
21877277,Spacious 1BR | Family Friendly | Steps to PATH,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,5,417,318,27,Entire home/apt,12/24/2020,0.18,35,,
21877590,"For Business,1BR #BBS JC|Perfect for Travel Nurses",95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,417,318,1,Entire home/apt,,,35,,
21878207,Clean+Modern 1BR in Newport JC w Pool,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,1,383,312,27,Entire home/apt,6/7/2018,0.02,35,,
21878378,Business Pleasure 1BR |Bluebird|Work Desk and W-Fi,95459395,Bluebird,,Ward E (councilmember James Solomon),40.724545,-74.035912,0,0,417,318,1,Entire home/apt,,,35,,
21894486,Apartment close to NYC,159315910,Manuel,,Ward D (councilmember Michael Yun),40.76492,-74.0367,13,78,86,37,1,Entire home/apt,6/7/2022,1.44,1,,
21969733,BRIGHT HOMEY AND COZY  MINUTES TO NEW YORK  CITY,49375477,Kenia & Rod,,Ward D (councilmember Michael Yun),40.74981,-74.05034,10,133,97,217,30,Entire home/apt,5/26/2022,2.41,2,,
21999417,"Spacious, modern, 1 bdrm apartment close to NYC.",160638838,Lamonte,,Ward F (councilmember Jermaine D. Robinson),40.71206,-74.07135,3,63,101,13,2,Entire home/apt,5/1/2022,1.16,1,,
22095434,Luxurious little getaway,53076622,Sierra,,Ward E (councilmember James Solomon),40.7384,-74.03533,4,44,157,364,3,Private room,4/3/2022,0.8,2,,
22157991,"Great apart in Union City NJ, a few mins from NYC",141512687,Dany,,Ward D (councilmember Michael Yun),40.75894,-74.03592,10,34,82,43,2,Private room,5/30/2022,0.69,1,,
22172238,Private Spacious 2 Bedroom Apartment,161963496,Kathleen,,Ward F (councilmember Jermaine D. Robinson),40.70795,-74.07459,8,72,95,140,2,Entire home/apt,6/12/2022,1.32,1,,
22193662,"160 ""1S"" Private Bright Cozy Room/fast WIFI",6958867,Henry,,Ward D (councilmember Michael Yun),40.74897,-74.04979,3,45,49,58,29,Private room,4/17/2022,0.82,29,,
22251884,Authentic and Open Tribeca Loft,16897284,Hugh,,Ward E (councilmember James Solomon),40.71705,-74.00511,34,116,332,94,1,Entire home/apt,5/27/2022,2.16,1,,
22323204,Amazing Views! Downtown Luxury 2bed/2Bath BrandNEW,163200338,Stefan,,Ward E (councilmember James Solomon),40.70949,-74.01444,0,5,397,83,30,Entire home/apt,4/27/2019,0.09,1,,
22554858,Modern 2BD/2BA Apartment 5 Min to NYC-Free Parking,127894263,Andrew,,Ward D (councilmember Michael Yun),40.75898,-74.03083,40,149,290,144,3,Entire home/apt,5/30/2022,2.91,1,,
22653782,Soho 2 Bedroom Penthouse with Private Rooftop,153156992,Jenny,,Ward E (councilmember James Solomon),40.72368,-74.00409,0,16,1700,123,30,Entire home/apt,10/7/2018,0.3,1,,
22667106,"Lux Hoboken 1 Bedroom w/wifi, minutes from NYC",9419684,Churchill,,Ward E (councilmember James Solomon),40.740677,-74.02778,0,4,349,365,9,Entire home/apt,6/25/2018,0.08,36,,
22775262,Chic Colonial House w/ Secret Driftwood Garden,4167907,Jessie,,Ward A (councilmember Denise Ridley),40.67596,-74.10901,26,72,229,50,5,Entire home/apt,6/1/2022,1.41,2,,
